transaction_id,timestamp,customer_id,amount_aed,transaction_type,merchant_category,channel,city,country,device_id,high_amount_flag,is_fraud
T0007169,25-04-2025 18:57,C00450,308.64,TRANSFER_IN,Restaurants,ATM,Dubai,AE,DEV337039,0,0
T0001703,25-04-2025 20:09,C00876,122.17,ONLINE,Fuel,POS,Abu Dhabi,AE,DEV131400,0,0
T0006152,25-04-2025 20:38,C00302,131.84,POS,Healthcare,Mobile,Abu Dhabi,AE,DEV162401,0,0
T0009785,25-04-2025 21:04,C00129,134.42,ONLINE,Travel,Web,Dubai,AE,DEV983305,0,0
T0002420,25-04-2025 21:48,C00926,125.93,ONLINE,Fashion,Mobile,Dubai,AE,DEV203001,0,0
T0009224,25-04-2025 21:53,C00721,1144.77,ATM,Restaurants,Web,Abu Dhabi,AE,DEV381718,0,0
T0001902,25-04-2025 23:15,C00863,613.3,ONLINE,Fuel,POS,Abu Dhabi,AE,DEV738661,0,0
T0008366,25-04-2025 23:43,C00801,143.6,TRANSFER_IN,Fuel,ATM,Sharjah,AE,DEV647431,0,0
T0007287,25-04-2025 23:48,C00326,428.64,ONLINE,Grocery,Web,Umm Al Quwain,AE,DEV838891,0,0
T0002262,25-04-2025 23:57,C00054,617.4,TRANSFER_OUT,Grocery,ATM,Sharjah,AE,DEV569489,0,0
T0002710,26-04-2025 00:41,C00871,329.7,TRANSFER_OUT,Restaurants,Web,Dubai,AE,DEV366105,0,0
T0008394,26-04-2025 00:46,C00929,411.03,ONLINE,Entertainment,Mobile,Abu Dhabi,AE,DEV262100,0,1
T0004666,26-04-2025 01:20,C00297,169.04,POS,Electronics,Mobile,Abu Dhabi,AE,DEV335123,0,0
T0000654,26-04-2025 01:25,C00678,143.87,POS,Healthcare,Mobile,Dubai,AE,DEV640525,0,0
T0002741,26-04-2025 01:25,C00032,354.04,TRANSFER_OUT,Entertainment,Web,Sharjah,AE,DEV725563,0,0
T0002668,26-04-2025 01:53,C00646,343.15,POS,Restaurants,POS,Abu Dhabi,AE,DEV879988,0,0
T0000697,26-04-2025 02:03,C00539,916.14,POS,Fashion,ATM,Abu Dhabi,AE,DEV138858,0,0
T0004038,26-04-2025 02:55,C00025,211.66,ONLINE,Grocery,Mobile,Sharjah,AE,DEV954606,0,0
T0004471,26-04-2025 02:57,C00239,65.95,POS,Electronics,Mobile,Dubai,AE,DEV522527,0,0
T0007629,26-04-2025 04:16,C00693,667.64,ONLINE,Fashion,Mobile,Dubai,US,DEV603424,0,0
T0009201,26-04-2025 04:20,C00196,1155.47,POS,Utilities,Branch,Dubai,AE,DEV696330,0,0
T0007299,26-04-2025 04:27,C00099,190.45,BILL_PAYMENT,Education,Web,Abu Dhabi,AE,DEV320720,0,0
T0001819,26-04-2025 04:36,C00763,682.01,TRANSFER_OUT,Healthcare,Mobile,Abu Dhabi,PH,DEV630178,0,0
T0000994,26-04-2025 04:39,C00595,217.38,ONLINE,Travel,Web,Umm Al Quwain,AE,DEV536594,0,0
T0007056,26-04-2025 05:05,C00010,21.98,POS,Education,Mobile,Sharjah,AE,DEV203995,0,0
T0007519,26-04-2025 05:09,C00937,354.03,ONLINE,Fuel,ATM,Sharjah,AE,DEV722351,0,0
T0009502,26-04-2025 05:33,C00649,400.23,POS,Travel,Mobile,Dubai,AE,DEV125485,0,0
T0007700,26-04-2025 05:38,C00098,1082.28,TRANSFER_IN,Utilities,Web,Dubai,IN,DEV899125,0,0
T0005479,26-04-2025 05:54,C00394,84.69,ATM,Restaurants,Web,Dubai,AE,DEV820822,0,0
T0004361,26-04-2025 06:29,C00031,243.37,POS,Education,Branch,Dubai,AE,DEV520189,0,0
T0009094,26-04-2025 06:41,C00045,53.94,POS,Electronics,ATM,Sharjah,AE,DEV306553,0,0
T0001519,26-04-2025 07:17,C00796,831.9,TRANSFER_OUT,Fashion,ATM,Dubai,AE,DEV956408,0,0
T0000342,26-04-2025 07:27,C00414,202.57,POS,Fashion,Web,Sharjah,AE,DEV138894,0,0
T0005025,26-04-2025 08:07,C00946,147.67,POS,Utilities,Web,Abu Dhabi,AE,DEV932083,0,0
T0005349,26-04-2025 08:39,C00682,777.55,ONLINE,Fashion,Branch,Abu Dhabi,AE,DEV309847,0,1
T0004155,26-04-2025 10:17,C00163,359.18,POS,Healthcare,Mobile,Abu Dhabi,AE,DEV451442,0,0
T0003844,26-04-2025 10:28,C00420,168.18,ONLINE,Fashion,Web,Sharjah,AE,DEV289875,0,0
T0000175,26-04-2025 10:58,C00137,143.8,BILL_PAYMENT,Entertainment,Mobile,Dubai,AE,DEV568587,0,0
T0002089,26-04-2025 11:54,C00302,78.74,ONLINE,Grocery,Mobile,Abu Dhabi,PK,DEV145748,0,0
T0003181,26-04-2025 12:16,C00587,83.31,POS,Restaurants,Mobile,Dubai,IN,DEV469322,0,0
T0004591,26-04-2025 13:39,C00441,16.89,BILL_PAYMENT,Education,Web,Ras Al Khaimah,AE,DEV292683,0,0
T0006714,26-04-2025 13:54,C00380,411.67,ATM,Fuel,Mobile,Ras Al Khaimah,AE,DEV438374,0,0
T0005328,26-04-2025 14:17,C00469,209.71,POS,Restaurants,Mobile,Dubai,AE,DEV605494,0,0
T0004480,26-04-2025 14:24,C00783,66.45,POS,Fashion,Web,Ajman,SA,DEV973816,0,0
T0003383,26-04-2025 14:38,C00693,199.64,TRANSFER_OUT,Travel,Mobile,Dubai,AE,DEV965961,0,0
T0008107,26-04-2025 14:47,C00929,59.63,POS,Fashion,Web,Abu Dhabi,OM,DEV526722,0,0
T0006618,26-04-2025 14:58,C00413,52,TRANSFER_OUT,Fashion,POS,Sharjah,AE,DEV233572,0,0
T0002098,26-04-2025 15:24,C00859,2241.69,ONLINE,Entertainment,ATM,Abu Dhabi,AE,DEV869568,0,0
T0007938,26-04-2025 16:59,C00444,359.34,BILL_PAYMENT,Fashion,Branch,Dubai,AE,DEV892227,0,0
T0005492,26-04-2025 16:59,C00718,184.63,ONLINE,Healthcare,Web,Abu Dhabi,US,DEV495291,0,0
T0000007,26-04-2025 17:01,C00970,246.25,ONLINE,Restaurants,Mobile,Sharjah,AE,DEV834146,0,0
T0003225,26-04-2025 17:13,C00935,574.59,TRANSFER_OUT,Restaurants,Web,Umm Al Quwain,UK,DEV283788,0,0
T0002724,26-04-2025 19:25,C00208,819.26,ONLINE,Fuel,Mobile,Dubai,AE,DEV546093,0,0
T0001652,26-04-2025 19:39,C00232,33.12,TRANSFER_OUT,Healthcare,Mobile,Abu Dhabi,AE,DEV547570,0,0
T0005268,26-04-2025 19:53,C00923,323.24,POS,Electronics,Mobile,Abu Dhabi,AE,DEV715640,0,0
T0003314,26-04-2025 20:21,C00327,60.48,POS,Fashion,Web,Abu Dhabi,AE,DEV404236,0,0
T0006056,26-04-2025 21:35,C00615,23.26,TRANSFER_IN,Fuel,Web,Umm Al Quwain,US,DEV617722,0,0
T0007685,26-04-2025 22:05,C00913,311.15,ATM,Grocery,Mobile,Dubai,AE,DEV412888,0,0
T0003944,26-04-2025 22:07,C00382,876.47,TRANSFER_IN,Grocery,ATM,Abu Dhabi,AE,DEV691448,0,0
T0004281,26-04-2025 22:23,C00816,204.65,POS,Grocery,Branch,Dubai,AE,DEV630831,0,0
T0007199,26-04-2025 22:33,C00070,1544.87,POS,Travel,POS,Dubai,AE,DEV792960,0,0
T0002623,26-04-2025 23:42,C00823,316.41,ONLINE,Travel,Web,Dubai,AE,DEV430434,0,0
T0006333,26-04-2025 23:56,C00180,139.2,ATM,Fuel,ATM,Umm Al Quwain,AE,DEV996058,0,0
T0000616,27-04-2025 00:23,C00354,57.23,TRANSFER_OUT,Healthcare,POS,Ajman,UK,DEV906435,0,0
T0005967,27-04-2025 00:34,C00240,79.13,BILL_PAYMENT,Restaurants,ATM,Al Ain,AE,DEV885641,0,0
T0007227,27-04-2025 00:58,C00825,1368.44,ONLINE,Travel,Web,Abu Dhabi,AE,DEV301159,0,0
T0003976,27-04-2025 01:29,C00406,137.48,BILL_PAYMENT,Travel,Mobile,Dubai,AE,DEV919088,0,0
T0007412,27-04-2025 01:35,C00496,101.08,ONLINE,Grocery,Mobile,Al Ain,AE,DEV368302,0,0
T0006343,27-04-2025 01:38,C00395,129,POS,Healthcare,Mobile,Dubai,AE,DEV477171,0,0
T0002569,27-04-2025 02:04,C00710,144.62,POS,Entertainment,Web,Dubai,AE,DEV700838,0,0
T0008993,27-04-2025 02:53,C00997,288.28,POS,Healthcare,Mobile,Abu Dhabi,AE,DEV641132,0,0
T0005191,27-04-2025 03:41,C01000,105.44,POS,Fashion,Mobile,Dubai,AE,DEV805390,0,0
T0002390,27-04-2025 03:43,C00892,146.24,ONLINE,Fashion,Web,Al Ain,AE,DEV937031,0,0
T0001749,27-04-2025 03:53,C00956,2270.99,POS,Education,Mobile,Abu Dhabi,AE,DEV971022,0,0
T0007547,27-04-2025 03:53,C00373,439.99,POS,Fashion,POS,Abu Dhabi,AE,DEV416488,0,0
T0004499,27-04-2025 03:57,C00962,1691.94,ONLINE,Fuel,Mobile,Ajman,AE,DEV689671,0,0
T0006048,27-04-2025 04:27,C00528,298.91,TRANSFER_IN,Grocery,Mobile,Fujairah,UK,DEV920758,0,0
T0004867,27-04-2025 04:29,C00950,3246.67,POS,Education,Web,Abu Dhabi,AE,DEV772343,0,0
T0000976,27-04-2025 04:49,C00053,34,POS,Electronics,Web,Ajman,AE,DEV209699,0,0
T0004179,27-04-2025 04:59,C00370,110.12,POS,Grocery,Mobile,Dubai,AE,DEV515966,0,0
T0000821,27-04-2025 05:31,C00421,57.24,TRANSFER_OUT,Education,Mobile,Dubai,AE,DEV912821,0,0
T0009561,27-04-2025 05:33,C00388,192.45,ONLINE,Education,ATM,Sharjah,AE,DEV286905,0,0
T0000551,27-04-2025 06:09,C00449,139.78,TRANSFER_IN,Grocery,Mobile,Sharjah,AE,DEV784105,0,0
T0008695,27-04-2025 06:11,C00191,178.09,POS,Restaurants,Web,Ras Al Khaimah,AE,DEV846392,0,0
T0002129,27-04-2025 07:37,C00591,58.35,ONLINE,Entertainment,Mobile,Al Ain,AE,DEV994926,0,0
T0005329,27-04-2025 07:45,C00880,111.77,POS,Travel,ATM,Dubai,AE,DEV989805,0,0
T0008263,27-04-2025 08:03,C00893,219.94,TRANSFER_IN,Entertainment,Mobile,Al Ain,AE,DEV168198,0,0
T0005643,27-04-2025 08:17,C00117,40.77,BILL_PAYMENT,Grocery,Web,Abu Dhabi,AE,DEV751005,0,0
T0001716,27-04-2025 08:27,C00966,191.61,POS,Fashion,Web,Abu Dhabi,OM,DEV366466,0,0
T0008252,27-04-2025 08:40,C00035,227.97,TRANSFER_IN,Utilities,Mobile,Abu Dhabi,QA,DEV607958,0,0
T0006660,27-04-2025 08:41,C00625,97.6,POS,Entertainment,Web,Dubai,US,DEV115734,0,0
T0002492,27-04-2025 09:11,C00657,179.1,ONLINE,Restaurants,Web,Ajman,AE,DEV645878,0,0
T0005662,27-04-2025 09:14,C00436,333.78,TRANSFER_OUT,Healthcare,Mobile,Dubai,AE,DEV700753,0,0
T0001620,27-04-2025 09:27,C00755,128.43,TRANSFER_IN,Utilities,Mobile,Ajman,OM,DEV106140,0,0
T0007694,27-04-2025 10:44,C00751,864.56,BILL_PAYMENT,Fuel,Web,Dubai,UK,DEV433754,0,0
T0007561,27-04-2025 10:49,C00823,814.02,POS,Grocery,Branch,Dubai,AE,DEV439408,0,0
T0002676,27-04-2025 11:35,C00235,283.64,POS,Fuel,ATM,Ras Al Khaimah,AE,DEV835368,0,0
T0004460,27-04-2025 12:42,C00961,93.7,TRANSFER_OUT,Healthcare,Mobile,Dubai,AE,DEV416333,0,0
T0007858,27-04-2025 13:31,C00327,145.28,ATM,Restaurants,Web,Abu Dhabi,AE,DEV774631,0,0
T0007272,27-04-2025 14:10,C00368,128.11,TRANSFER_IN,Grocery,Web,Sharjah,AE,DEV869754,0,0
T0007684,27-04-2025 14:45,C00772,354.05,POS,Electronics,Web,Dubai,AE,DEV326075,0,0
T0008446,27-04-2025 15:09,C00294,51.04,POS,Utilities,Mobile,Ajman,AE,DEV539253,0,0
T0001735,27-04-2025 15:11,C00703,638.53,BILL_PAYMENT,Healthcare,Branch,Dubai,AE,DEV708318,0,0
T0006063,27-04-2025 16:21,C00393,534.83,ONLINE,Healthcare,POS,Dubai,AE,DEV527585,0,0
T0004912,27-04-2025 16:38,C00640,91.99,ONLINE,Healthcare,Web,Dubai,AE,DEV675260,0,1
T0009032,27-04-2025 16:57,C00951,546.9,POS,Grocery,Mobile,Dubai,AE,DEV786059,0,0
T0001179,27-04-2025 17:11,C00394,150.08,ONLINE,Restaurants,Mobile,Dubai,AE,DEV597465,0,0
T0008871,27-04-2025 17:58,C00027,256.91,BILL_PAYMENT,Entertainment,Mobile,Umm Al Quwain,AE,DEV727694,0,0
T0002899,27-04-2025 18:22,C00096,65.33,ONLINE,Utilities,Web,Sharjah,AE,DEV472262,0,0
T0000283,27-04-2025 18:40,C00481,96.57,TRANSFER_OUT,Grocery,Mobile,Ras Al Khaimah,QA,DEV446949,0,0
T0000970,27-04-2025 19:01,C00142,207.25,ATM,Grocery,Web,Dubai,AE,DEV991380,0,0
T0008154,27-04-2025 19:11,C00243,543.16,POS,Fashion,Web,Abu Dhabi,OM,DEV809836,0,0
T0006234,27-04-2025 19:14,C00791,30.17,ONLINE,Grocery,ATM,Dubai,AE,DEV923143,0,0
T0009065,27-04-2025 19:15,C00302,121.25,ONLINE,Restaurants,Web,Abu Dhabi,AE,DEV913378,0,0
T0003205,27-04-2025 20:46,C00222,221.57,TRANSFER_OUT,Utilities,Mobile,Ajman,SA,DEV712791,0,0
T0001029,27-04-2025 21:56,C00592,165.31,ONLINE,Entertainment,Mobile,Dubai,AE,DEV161751,0,0
T0009044,27-04-2025 22:39,C00903,195.88,TRANSFER_IN,Fashion,Mobile,Dubai,AE,DEV123255,0,0
T0009301,27-04-2025 22:46,C00287,113.05,ATM,Fuel,POS,Sharjah,AE,DEV419262,0,0
T0003200,27-04-2025 22:48,C00107,178.98,ONLINE,Education,Mobile,Dubai,AE,DEV559150,0,0
T0004056,27-04-2025 23:23,C00493,332.14,TRANSFER_IN,Utilities,Mobile,Sharjah,AE,DEV916181,0,0
T0003199,27-04-2025 23:29,C00880,76.53,TRANSFER_OUT,Travel,POS,Umm Al Quwain,AE,DEV128698,0,0
T0006864,27-04-2025 23:53,C00219,484.86,ONLINE,Restaurants,Web,Sharjah,AE,DEV990727,0,0
T0005221,28-04-2025 01:06,C00633,159.75,POS,Fuel,Web,Sharjah,AE,DEV929600,0,0
T0006575,28-04-2025 01:10,C00126,1536.35,TRANSFER_OUT,Healthcare,ATM,Al Ain,AE,DEV495682,0,0
T0003023,28-04-2025 01:34,C00947,272.63,POS,Restaurants,Mobile,Abu Dhabi,AE,DEV786882,0,0
T0007218,28-04-2025 02:44,C00825,454.03,TRANSFER_OUT,Grocery,Mobile,Abu Dhabi,AE,DEV243981,0,0
T0008827,28-04-2025 03:10,C00266,651.48,BILL_PAYMENT,Grocery,Mobile,Ras Al Khaimah,PH,DEV902276,0,0
T0008333,28-04-2025 03:34,C00563,632.83,POS,Utilities,Branch,Ajman,IN,DEV965810,0,0
T0002332,28-04-2025 03:44,C00376,263.07,ONLINE,Fashion,Mobile,Sharjah,AE,DEV185026,0,0
T0005779,28-04-2025 03:47,C00624,150.9,POS,Healthcare,Web,Dubai,AE,DEV878200,0,0
T0008289,28-04-2025 05:21,C00691,710.07,POS,Fashion,Web,Dubai,UK,DEV612436,0,0
T0002427,28-04-2025 05:25,C00874,540.34,POS,Entertainment,Web,Dubai,AE,DEV609096,0,0
T0004151,28-04-2025 05:59,C00543,511.2,ATM,Utilities,Mobile,Fujairah,AE,DEV890546,0,0
T0006535,28-04-2025 06:20,C00229,64.48,ATM,Travel,Web,Dubai,AE,DEV613658,0,0
T0000569,28-04-2025 06:41,C00249,81.21,POS,Education,Web,Abu Dhabi,AE,DEV412263,0,0
T0005564,28-04-2025 06:55,C00629,298.4,TRANSFER_OUT,Restaurants,Web,Dubai,AE,DEV760060,0,0
T0008153,28-04-2025 07:16,C00061,981.89,ONLINE,Utilities,Mobile,Sharjah,AE,DEV242326,0,0
T0000208,28-04-2025 07:27,C00607,1242.01,ONLINE,Restaurants,Mobile,Dubai,AE,DEV259254,0,0
T0008303,28-04-2025 07:42,C00009,464.02,POS,Electronics,Mobile,Dubai,AE,DEV723654,0,0
T0001424,28-04-2025 08:08,C00485,21.06,POS,Utilities,Web,Ajman,AE,DEV649060,0,0
T0006278,28-04-2025 08:13,C00895,1598.07,TRANSFER_OUT,Electronics,Mobile,Abu Dhabi,AE,DEV130701,0,0
T0001249,28-04-2025 09:18,C00925,200.97,POS,Grocery,Mobile,Fujairah,AE,DEV724673,0,0
T0004205,28-04-2025 09:24,C00741,264.49,TRANSFER_OUT,Utilities,Web,Ajman,AE,DEV613641,0,0
T0007195,28-04-2025 09:45,C00173,222.97,POS,Utilities,Mobile,Sharjah,AE,DEV486053,0,0
T0005022,28-04-2025 10:34,C00663,274.51,ONLINE,Entertainment,Mobile,Ras Al Khaimah,AE,DEV781464,0,0
T0007058,28-04-2025 11:19,C00916,176.67,BILL_PAYMENT,Fuel,Web,Abu Dhabi,AE,DEV597052,0,0
T0007384,28-04-2025 11:36,C00678,405.99,POS,Fashion,Web,Dubai,AE,DEV899949,0,1
T0007242,28-04-2025 12:47,C00090,197.56,TRANSFER_OUT,Utilities,Mobile,Sharjah,AE,DEV107880,0,0
T0006158,28-04-2025 12:52,C00963,356.86,ATM,Entertainment,Web,Dubai,AE,DEV756254,0,0
T0004344,28-04-2025 13:30,C00899,79.13,POS,Fuel,Branch,Ras Al Khaimah,AE,DEV789266,0,0
T0006522,28-04-2025 13:41,C00270,218.81,BILL_PAYMENT,Fuel,Web,Dubai,AE,DEV282373,0,0
T0000069,28-04-2025 14:21,C00189,103.36,POS,Travel,Mobile,Dubai,AE,DEV542813,0,0
T0008052,28-04-2025 14:26,C00606,360.37,ONLINE,Utilities,Branch,Dubai,AE,DEV383921,0,0
T0007971,28-04-2025 15:12,C00883,285.78,TRANSFER_IN,Fuel,Web,Dubai,AE,DEV834584,0,0
T0006698,28-04-2025 15:33,C00179,41.14,POS,Utilities,Web,Abu Dhabi,UK,DEV760492,0,0
T0001035,28-04-2025 15:50,C00385,295.94,POS,Restaurants,Mobile,Sharjah,AE,DEV505325,0,0
T0005462,28-04-2025 15:59,C00073,76,POS,Electronics,Web,Abu Dhabi,OM,DEV125530,0,0
T0000759,28-04-2025 16:01,C00769,80.66,TRANSFER_OUT,Restaurants,Mobile,Sharjah,AE,DEV273370,0,0
T0004024,28-04-2025 16:42,C00662,219.01,ONLINE,Fuel,Web,Al Ain,AE,DEV262862,0,0
T0000574,28-04-2025 16:53,C00512,142.11,ONLINE,Restaurants,Mobile,Dubai,AE,DEV287524,0,0
T0009305,28-04-2025 17:01,C00569,175.87,POS,Utilities,Web,Dubai,AE,DEV734181,0,0
T0006301,28-04-2025 17:15,C00815,147.16,TRANSFER_OUT,Grocery,ATM,Dubai,AE,DEV108668,0,0
T0007908,28-04-2025 17:35,C00959,914.03,BILL_PAYMENT,Fuel,Web,Dubai,AE,DEV805682,0,0
T0007738,28-04-2025 17:37,C00377,429.63,POS,Electronics,Mobile,Ras Al Khaimah,US,DEV482477,0,0
T0003590,28-04-2025 17:54,C00762,360.87,POS,Grocery,Mobile,Dubai,IN,DEV382115,0,0
T0006475,28-04-2025 18:06,C00230,119.96,ATM,Utilities,Web,Fujairah,AE,DEV713658,0,0
T0002020,28-04-2025 18:31,C00523,191.99,TRANSFER_IN,Entertainment,Mobile,Sharjah,QA,DEV605624,0,0
T0005332,28-04-2025 18:33,C00130,633.13,POS,Electronics,Web,Al Ain,AE,DEV122090,0,0
T0000527,28-04-2025 20:11,C00982,27.53,BILL_PAYMENT,Restaurants,ATM,Abu Dhabi,AE,DEV621400,0,0
T0008734,28-04-2025 20:13,C00183,273.76,POS,Restaurants,POS,Dubai,AE,DEV452076,0,0
T0008361,28-04-2025 21:08,C00447,99.34,ONLINE,Fashion,Web,Ajman,IN,DEV692089,0,0
T0004595,28-04-2025 21:12,C00935,661.47,POS,Fuel,Mobile,Umm Al Quwain,AE,DEV420605,0,0
T0000671,28-04-2025 21:44,C00356,368.27,POS,Fuel,Web,Abu Dhabi,OM,DEV929192,0,0
T0007613,28-04-2025 22:28,C00608,575.84,POS,Entertainment,ATM,Dubai,AE,DEV894528,0,0
T0005445,28-04-2025 22:57,C00186,11.44,TRANSFER_OUT,Education,Mobile,Dubai,AE,DEV154129,0,0
T0006493,28-04-2025 23:23,C00116,674.33,POS,Education,ATM,Abu Dhabi,AE,DEV817873,0,0
T0008837,28-04-2025 23:57,C00355,290.16,TRANSFER_OUT,Grocery,Mobile,Ajman,AE,DEV600566,0,0
T0002092,29-04-2025 00:18,C00282,96.56,TRANSFER_IN,Fashion,Web,Dubai,AE,DEV773868,0,0
T0004832,29-04-2025 00:48,C00873,229.88,TRANSFER_OUT,Education,Web,Sharjah,IN,DEV574313,0,0
T0008570,29-04-2025 00:52,C00412,342.88,POS,Entertainment,Mobile,Abu Dhabi,AE,DEV525178,0,0
T0006812,29-04-2025 01:25,C00657,336.71,ONLINE,Electronics,Branch,Sharjah,AE,DEV300311,0,0
T0006135,29-04-2025 02:45,C00062,50.87,TRANSFER_OUT,Fuel,Web,Sharjah,AE,DEV970862,0,0
T0001813,29-04-2025 02:49,C00824,675.4,POS,Electronics,Mobile,Abu Dhabi,AE,DEV554482,0,0
T0001922,29-04-2025 03:23,C00561,618.13,TRANSFER_IN,Education,Branch,Abu Dhabi,US,DEV524492,0,0
T0007591,29-04-2025 03:34,C00531,12.21,POS,Utilities,Web,Fujairah,AE,DEV366600,0,0
T0007285,29-04-2025 04:00,C00750,168.61,TRANSFER_OUT,Electronics,Mobile,Abu Dhabi,AE,DEV707428,0,0
T0000905,29-04-2025 04:42,C00708,248.05,POS,Restaurants,ATM,Dubai,AE,DEV201038,0,0
T0009560,29-04-2025 04:57,C00879,1429.87,ATM,Fuel,ATM,Dubai,AE,DEV249554,0,0
T0006885,29-04-2025 05:04,C00353,177.87,ONLINE,Healthcare,POS,Sharjah,AE,DEV513419,0,0
T0002422,29-04-2025 05:14,C00888,437.34,POS,Restaurants,Branch,Abu Dhabi,AE,DEV604833,0,0
T0006226,29-04-2025 05:31,C00462,34.89,ONLINE,Fashion,Mobile,Abu Dhabi,AE,DEV702718,0,0
T0007297,29-04-2025 05:57,C00916,349.61,POS,Electronics,Web,Abu Dhabi,AE,DEV556982,0,0
T0007115,29-04-2025 07:02,C00327,1569.64,ONLINE,Fashion,Web,Abu Dhabi,AE,DEV201667,0,0
T0009132,29-04-2025 07:21,C00444,264.08,TRANSFER_OUT,Restaurants,Web,Dubai,AE,DEV506210,0,0
T0001579,29-04-2025 08:19,C00784,215.96,TRANSFER_OUT,Electronics,Web,Dubai,AE,DEV981047,0,0
T0002225,29-04-2025 09:02,C00371,941.14,ONLINE,Electronics,Mobile,Ajman,AE,DEV794676,0,0
T0007906,29-04-2025 09:40,C00711,809.44,TRANSFER_OUT,Electronics,POS,Dubai,AE,DEV322434,0,0
T0006564,29-04-2025 09:44,C00676,938.88,ONLINE,Entertainment,Web,Sharjah,AE,DEV639207,0,0
T0006829,29-04-2025 10:00,C00594,159.86,POS,Education,Web,Abu Dhabi,AE,DEV899401,0,0
T0008411,29-04-2025 10:06,C00958,587.45,POS,Healthcare,POS,Ras Al Khaimah,AE,DEV582302,0,0
T0000692,29-04-2025 10:23,C00143,622.01,POS,Education,Mobile,Abu Dhabi,AE,DEV445558,0,0
T0004157,29-04-2025 11:11,C00828,132.78,TRANSFER_OUT,Electronics,ATM,Abu Dhabi,PK,DEV499968,0,0
T0003190,29-04-2025 11:42,C00828,41.14,ATM,Grocery,Web,Abu Dhabi,AE,DEV118108,0,0
T0005978,29-04-2025 12:12,C00806,94.83,TRANSFER_OUT,Fashion,ATM,Dubai,AE,DEV626925,0,0
T0005516,29-04-2025 13:14,C00998,458.48,ONLINE,Healthcare,Mobile,Dubai,AE,DEV511057,0,0
T0002111,29-04-2025 13:17,C00351,239.73,BILL_PAYMENT,Grocery,Web,Abu Dhabi,SA,DEV366195,0,0
T0006758,29-04-2025 13:25,C00133,912.55,ONLINE,Fashion,Mobile,Sharjah,AE,DEV511515,0,0
T0004898,29-04-2025 14:25,C00939,157.94,POS,Travel,Web,Abu Dhabi,AE,DEV799491,0,0
T0005338,29-04-2025 14:36,C00742,286.86,POS,Utilities,POS,Dubai,US,DEV345610,0,0
T0003299,29-04-2025 15:24,C00577,402.75,POS,Fuel,Web,Dubai,AE,DEV929407,0,0
T0006719,29-04-2025 15:37,C00154,1634.58,POS,Entertainment,Branch,Dubai,AE,DEV602622,0,0
T0009208,29-04-2025 16:29,C00042,984.34,TRANSFER_OUT,Travel,Mobile,Abu Dhabi,AE,DEV447919,0,0
T0006527,29-04-2025 17:01,C00510,111.59,POS,Grocery,POS,Abu Dhabi,US,DEV995306,0,0
T0002068,29-04-2025 17:32,C00208,360.29,TRANSFER_IN,Healthcare,Mobile,Ras Al Khaimah,AE,DEV270797,0,0
T0006558,29-04-2025 17:40,C00982,736.14,BILL_PAYMENT,Fashion,Mobile,Abu Dhabi,US,DEV837989,0,0
T0002243,29-04-2025 17:45,C00191,384.2,POS,Grocery,Mobile,Ras Al Khaimah,AE,DEV888207,0,0
T0002212,29-04-2025 17:48,C00185,135.33,POS,Travel,Mobile,Umm Al Quwain,AE,DEV323097,0,0
T0006404,29-04-2025 17:53,C00257,167.96,POS,Fuel,Mobile,Umm Al Quwain,AE,DEV807134,0,0
T0009586,29-04-2025 18:01,C00652,412.73,POS,Fuel,Mobile,Abu Dhabi,AE,DEV631122,0,0
T0009875,29-04-2025 18:15,C00874,19.07,POS,Education,Mobile,Dubai,AE,DEV346507,0,0
T0004343,29-04-2025 18:42,C00049,384.53,TRANSFER_OUT,Education,Mobile,Dubai,AE,DEV704887,0,0
T0004531,29-04-2025 20:37,C00468,676.74,ONLINE,Restaurants,Mobile,Abu Dhabi,AE,DEV298998,0,0
T0005618,29-04-2025 21:35,C00608,332.15,BILL_PAYMENT,Travel,Web,Sharjah,AE,DEV372118,0,0
T0005180,29-04-2025 21:46,C00605,137.8,ONLINE,Fashion,Web,Dubai,AE,DEV525115,0,0
T0007498,29-04-2025 22:43,C00558,114.92,POS,Electronics,Mobile,Dubai,UK,DEV362122,0,0
T0001305,29-04-2025 22:52,C00102,138.86,ATM,Education,Web,Dubai,SA,DEV512187,0,0
T0005919,29-04-2025 23:34,C00102,701.92,ONLINE,Grocery,Web,Dubai,SA,DEV820775,0,0
T0009001,29-04-2025 23:44,C00395,882.87,POS,Travel,Mobile,Dubai,AE,DEV964077,0,0
T0006970,30-04-2025 00:05,C00061,78.57,POS,Education,ATM,Sharjah,AE,DEV665653,0,0
T0007147,30-04-2025 00:13,C00864,269.93,ONLINE,Entertainment,Mobile,Fujairah,AE,DEV594651,0,0
T0009320,30-04-2025 00:14,C00168,402.34,TRANSFER_IN,Utilities,Mobile,Fujairah,AE,DEV286668,0,0
T0006222,30-04-2025 01:19,C00024,1204.19,TRANSFER_IN,Healthcare,Mobile,Dubai,AE,DEV548096,0,0
T0005321,30-04-2025 01:34,C00539,292.78,TRANSFER_OUT,Fashion,Web,Abu Dhabi,AE,DEV385843,0,0
T0007850,30-04-2025 02:17,C00563,1949.71,ATM,Fashion,Mobile,Ajman,AE,DEV639074,0,1
T0007176,30-04-2025 02:24,C00415,73.49,POS,Restaurants,Mobile,Sharjah,AE,DEV544449,0,0
T0009739,30-04-2025 02:39,C00152,60.35,ATM,Fashion,Mobile,Abu Dhabi,AE,DEV620098,0,0
